Room Number,Name,VIP,Arrival,Nights,Adults/Children,Room Type,Rate Plan,Travel Agent,Market,Preferences,Owner
,,,,,,,,,,,
,5008086,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"11,070.00EUR",,,
,"Nekrasova, Edith, Ms ",,05/02/2026 12:30,6,2/0,KCST,BAREX,,PRMF,,
,,,,,,,,,,,
,29799,,11/02/2026 15:45,RS,,KCST,"1,230.00EUR",,SYN,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008476,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"7,380.00EUR",,,
,"Olszewski, Jaropełk, Mr ",,05/02/2026 12:00,5,2/0,KGSP,CORL25,,PRMF,,
,,,,,,,,,,,
,28439,,10/02/2026 21:30,RS,,KGSP,679.00EUR,,CRO,"CRE25, DRI",
,,,,,,,,,,,
,5006831,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,395.00EUR",,,
,"Paulet, Flordelis, Ms ",,05/02/2026 17:15,7,2/0,KCDX,BAREX,,CORN,,
,,,,,,,,,,,
,28760,,12/02/2026 23:30,RS,,KCDX,810.00EUR,,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,PLA,
,5007572,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"5,670.00EUR",,,
,"Pfeffer, Christina, Ms ",,05/02/2026 10:45,1,2/0,KGST,CORL25,Apple Incorporated Spain,CORG,,TM
,,,,,,,,,,,
,29379,,06/02/2026 18:45,RS,,KGST,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,,
,5007787,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,679.00EUR,,,
,"Piccio, Aleandro, Mr ",,05/02/2026 09:15,2,1/0,KGDX,RACK,Rolex AG,CORL,,
,,,,,,,,,,,
,29316,,07/02/2026 12:30,RS,,KGDX,889.00EUR,,SYN,,
,,,,,,,,,,,
,5007667,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,778.00EUR",,,
,"Pokrovski, Nestor, Mr ",,05/02/2026 16:15,1,2/0,KGDX,BAR00,,CORN,,
,,,,,,,,,,,
,28491,,06/02/2026 16:00,RS,,KGDX,789.00EUR,,GDS,,
,,,,,,,,,,,
,5006888,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,789.00EUR,,,
,"Saenger, David, Mr ",,05/02/2026 22:15,5,1/0,TWDX,OPQ,Bayerische Motoren Werke (BMW),FIT1,,
,,,,,,,,,,,
,29241,,10/02/2026 14:45,RS,,TWDX,490.00EUR,,CRO,BFC,
,,,,,,,,,,,
,5007619,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,450.00EUR",,,
,"Santos, Muriel, Mrs ",,05/02/2026 05:30,8,2/0,KGSP,BAR00,,PRMF,,
,,,,,,,,,,,
,28937,,13/02/2026 09:00,RS,,KGSP,789.00EUR,,CRS,,
,,,,,,,,,,,
,5007290,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"6,712.00EUR",,,
,"Sultygov, Khazimat, Ms ",,05/02/2026 06:15,4,02-Jan,A1KB,BAR10,,CORN,,
,,,,,,,,,,,
,29268,,09/02/2026 11:45,RS,,A1KB,791.20EUR,,CRO,BFE,
,,,,,,,,,,,
,5007690,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,644.80EUR",,,
,"Sultygov, Khazimat, Ms ",,05/02/2026 08:45,9,1/0,TWSP,DAY,,PRMF,,
,,,,,,,,,,,
,29101,,14/02/2026 17:15,RS,,TWSP,880.00EUR,,GDS,,
,,,,,,,,,,,
,5007191,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"7,920.00EUR",,,
,"Vasiliev, Moses, Mr ",,05/02/2026 07:15,4,1/0,KGSP,RACK,Rolex AG,CORG,HTCN,
,,,,,,,,,,,
,29264,,09/02/2026 21:15,RS,,KGSP,889.00EUR,,CRO,,
,,,,,,,,,,,
,5007709,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,556.00EUR",,,
,"Wysocki, Iwan, Mr ",,05/02/2026 08:00,5,2/0,KGDX,DAY,,CORL,,
,,,,,,,,,,,
,29488,,10/02/2026 22:30,RS,,KGDX,399.00EUR,,HOT,,
,,,,,,,,,,,
,5007732,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,995.00EUR",,,
,"Yevseyeva, Faith, Mrs ",,05/02/2026 16:00,1,02-Jan,A1KB,RACK,Austrian Airlines,CORL,,
,,,,,,,,,,,
,29942,,06/02/2026 10:00,RS,,A1KB,"1,889.00EUR",,HOT,,
,,,,,,,,,,,
,5008613,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,889.00EUR",,,
,"Adamska, Waleria, Mrs ",EXE,06/02/2026 19:45,3,1/0,KINGR,OPQ,Apple Incorporated Spain,CORN,,TM
,,,,,,,,,,,
,29696,,09/02/2026 07:00,RS,,KINGR,580.00EUR,,CRS,BFC,
,,,,,,,,,,SEA,
,5007723,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"1,740.00EUR",,,
,"Bach, Matthias, Mr ",,06/02/2026 12:45,1,2/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,29626,,07/02/2026 10:45,RS,,KCDX,810.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007676,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,810.00EUR,,,
,"Biryukova, Yuna, Mrs ",,06/02/2026 22:45,7,1/0,KGDX,BARAD,Apple Incorporated Spain,FIT1,,TM
,,,,,,,,,,,
,29810,,13/02/2026 11:00,RS,,KGDX,741.75EUR,,SIT,,
,,,,,,,,,,,
,5008196,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,442.25EUR",,,
,"Blanchard, Emmanuel, Mr ",,06/02/2026 17:45,10,1/0,KGST,OPQ,,CORN,,
,,,,,,,,,,,
,29845,,16/02/2026 22:30,RS,,KGST,980.00EUR,,IBE,BFC,
,,,,,,,,,,,
,5008192,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"9,800.00EUR",,,
,"Brownrigg, Sean, Mr ",,06/02/2026 21:15,6,2/0,KGST,BAR00,,CORG,SAF,
,,,,,,,,,,,
,29671,,12/02/2026 09:45,RS,,KGST,"1,289.00EUR",,IBE,,
,,,,,,,,,,,
,5007764,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,534.00EUR",,,
,"Burger, Vanessa, Mrs ",,06/02/2026 18:15,10,1/0,TWDX,RACK,Amazon Deustchland,FIT1,SM,TM
,,,,,,,,,,,
,28797,,16/02/2026 14:15,RS,,TWDX,889.00EUR,,IBE,,
,,,,,,,,,,,
,5007386,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"8,890.00EUR",,,
,"Chalmers, Ryder, Mr ",,06/02/2026 12:30,10,1/0,KGDX,CORL25,Accenture,CORG,,
,,,,,,,,,,,
,28092,,16/02/2026 12:00,RS,,KGDX,679.00EUR,,SIT,"CRE25, DRI",
,,,,,,,,,,UPGR,
,5006440,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,790.00EUR",,,
,"Clarke, Louise, Ms ",,06/02/2026 07:00,5,1/0,TCDX,BAREX,,CORN,,
,,,,,,,,,,,
,30057,,11/02/2026 15:00,RS,,TCDX,830.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008299,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,150.00EUR",,,
,"Dellucci, Raul, Mr ",,06/02/2026 07:00,4,2/0,KGDX,OTA1,,CORG,BAL,
,,,,,,,,,,,
,29169,,10/02/2026 07:15,RS,,KGDX,840.00EUR,,CRS,,
,,,,,,,,,,,
,5007445,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"3,020.00EUR",,,
,"Dias, Tomás, Mr ",,06/02/2026 15:15,6,2/0,KGDX,DAY,Exxon Mobil,CORG,QUI,
,,,,,,,,,,,
,29194,,12/02/2026 09:45,RS,,KGDX,399.00EUR,,SIT,,
,,,,,,,,,,,
,5007340,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,394.00EUR",,,
,"Doiron, Laverne, Ms ",,06/02/2026 11:15,6,2/0,TCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,30024,,12/02/2026 07:45,RS,,TCDX,830.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,BAL2,
,5008187,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"4,980.00EUR",,,
,"Hjörleifsson, Sveinbjörn, Mr ",,06/02/2026 23:45,6,2/0,KGSP,OTA1,Amazon Switzerland,FIT1,,
,,,,,,,,,,,
,27805,,12/02/2026 20:00,RS,,KGSP,840.00EUR,,IBE,,
,,,,,,,,,,,
,5006276,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"4,360.00EUR",,,
,"Ívarsson, Mikael, Mr ",,06/02/2026 11:15,1,2/0,KGDX,RACK,,PRMF,,
,,,,,,,,,,,
,30064,,07/02/2026 22:00,RS,,KGDX,889.00EUR,,HOT,,
,,,,,,,,,,,
,5008369,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,889.00EUR,,,
,"Jabłońska, Małgorzata, Mrs ",,06/02/2026 19:30,3,2/0,TWDX,OPQ,Accenture,FIT1,,
,,,,,,,,,,,
,28936,,09/02/2026 07:30,RS,,TWDX,490.00EUR,,IBE,BFC,
,,,,,,,,,,UPGR,
,5007153,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"1,470.00EUR",,,
,"Jónasdóttir, Barbara, Ms ",,06/02/2026 19:45,1,1/0,TWSP,OTA1,Accenture,PRMF,UPGR,
,,,,,,,,,,,
,29847,,07/02/2026 09:15,RS,,TWSP,840.00EUR,,OTH,,
,,,,,,,,,,,
,5008323,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,840.00EUR,,,
,"Kadyrov, Kurzhan, Mrs ",,06/02/2026 10:15,6,2/0,TCDX,BAREX,,CORN,,
,,,,,,,,,,,
,29369,,12/02/2026 08:30,RS,,TCDX,830.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,SEA,
,5007683,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"4,980.00EUR",,,
,"Kirillova, Apollinaris, Ms ",,06/02/2026 09:15,6,2/0,KINGR,BAR00,Exxon Mobil,CORG,,
,,,,,,,,,,,
,29973,,12/02/2026 19:45,RS,,KINGR,989.00EUR,,SYN,,
,,,,,,,,,,,
,5008423,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"5,134.00EUR",,,
,"Korgay, Yunadi, Mr ",,06/02/2026 13:00,9,1/0,KGDX,RACK,Saudi Aramco,PRMF,QUI,
,,,,,,,,,,,
,29459,,15/02/2026 15:45,RS,,KGDX,889.00EUR,,HOT,,
,,,,,,,,,,,
,5007867,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"8,001.00EUR",,,
,"Lapierre, Mathilde, Ms ",,06/02/2026 23:15,3,1/0,TWDX,OTA1,Grupo Catalana Occidente,CORN,PLA,
,,,,,,,,,,,
,28925,,09/02/2026 20:45,RS,,TWDX,840.00EUR,,CRO,,
,,,,,,,,,,,
,5007212,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"2,350.00EUR",,,
,"Lemaître, Caroline, Ms ",,06/02/2026 17:00,3,1/0,TWDX,BAR00,,CORN,,
,,,,,,,,,,,
,28275,,09/02/2026 06:30,RS,,TWDX,989.00EUR,,OTH,,
,,,,,,,,,,,
,5006894,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,767.00EUR",,,
,"Nevzorova, Simon, Mrs ",,06/02/2026 17:30,3,02-Jan,A1KB,OPQ,,FIT1,,
,,,,,,,,,,,
,29714,,09/02/2026 12:00,RS,,A1KB,"1,120.00EUR",,SIT,BFC,
,,,,,,,,,,,
,5007970,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"3,360.00EUR",,,
,"Peters, Morgan, Mr ",,06/02/2026 07:00,4,1/0,TCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,29298,,10/02/2026 08:30,RS,,TCDX,830.00EUR,,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,SOFL,
,5007728,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,320.00EUR",,,
,"Poole, Robert, Mr ",,06/02/2026 05:30,9,2/0,KGSP,CORL25,Accenture,CORN,,
,,,,,,,,,,,
,29974,,15/02/2026 14:15,RS,,KGSP,679.00EUR,,IBE,"CRE25, DRI",
,,,,,,,,,,"UPGR,PVIEW",
,5008556,,PRE,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,111.00EUR",,,
,"Quirk, Amelia, Mrs ",,06/02/2026 14:00,7,2/0,TWSP,BAR00,Volkswagen AG,CORN,,
,,,,,,,,,,,
,29481,,13/02/2026 06:00,RS,,TWSP,989.00EUR,,CRO,,
,,,,,,,,,,,
,5007774,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"5,923.00EUR",,,
,"Rawling, Caitlyn, Mrs ",,06/02/2026 11:00,8,2/0,KINGR,OPQ,Adidas GmbH,PRMF,,
,,,,,,,,,,,
,29565,,14/02/2026 09:00,RS,,KINGR,580.00EUR,,SIT,BFC,
,,,,,,,,,,,
,5008015,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"4,640.00EUR",,,
,"Ricci, Ubaldo, Mr ",,06/02/2026 15:00,2,2/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,29669,,08/02/2026 16:45,RS,,KCDX,810.00EUR,,CRS,"AID, AIP, BFC, EXE",
,,,,,,,,,,SEA,
,5007971,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,620.00EUR",,,
,"Sævarsson, Nikulás, Mr ",,06/02/2026 14:15,9,1/0,KGST,CORL25,,CORG,,
,,,,,,,,,,,
,28181,,15/02/2026 21:00,RS,,KGST,679.00EUR,,SIT,"CRE25, DRI",
,,,,,,,,,,GVIEW,
,5006588,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,111.00EUR",,,
,"Sanger, Madeleine, Mrs ",,06/02/2026 21:30,3,1/0,TWSP,BAR00,,FIT1,,
,,,,,,,,,,,
,29203,,09/02/2026 12:30,RS,,TWSP,989.00EUR,,IBE,,
,,,,,,,,,,,
,5007297,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,767.00EUR",,,
,"Siciliani, Fiammetta, Ms ",,06/02/2026 19:45,3,1/0,KINGR,OPQ,Bayerische Motoren Werke (BMW),FIT1,,
,,,,,,,,,,,
,29561,,09/02/2026 13:15,RS,,KINGR,580.00EUR,,SYN,BFC,
,,,,,,,,,,,
,5007920,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"1,740.00EUR",,,
,"Souza, Mateus, Mr ",,06/02/2026 05:30,8,1/0,TWSP,RACK,Deloitte,PRMF,2BTH,TM
,,,,,,,,,,,
,29913,,14/02/2026 13:15,RS,,TWSP,889.00EUR,,HOT,,
,,,,,,,,,,,
,5008561,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"7,112.00EUR",,,
,"Spark, Sofia, Mrs ",,06/02/2026 05:30,3,2/0,KCDX,BAREX,,CORG,,
,,,,,,,,,,,
,28940,,09/02/2026 20:00,RS,,KCDX,810.00EUR,,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007128,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"2,430.00EUR",,,
,"Sultygov, Bakar, Mr ",,06/02/2026 07:45,1,2/0,KGDX,DAY,Mercedes Benz,CORG,KING,
,,,,,,,,,,,
,29254,,07/02/2026 21:15,RS,,KGDX,399.00EUR,,IBE,,
,,,,,,,,,,,
,5007647,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,399.00EUR,,,
,"Tomaszewska, Maryla, Mrs ",,06/02/2026 16:45,2,2/0,KCST,BAREX,,FIT1,,
,,,,,,,,,,,
,29257,,08/02/2026 08:45,RS,,KCST,"1,230.00EUR",,SIT,"AID, AIP, BFC, EXE",
,,,,,,,,,,CON,
,5008031,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,460.00EUR",,,
,"Tucker, Rosie, Ms ",,06/02/2026 11:45,8,2/0,TCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,29656,,14/02/2026 08:00,RS,,TCDX,830.00EUR,,OTH,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008039,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"6,640.00EUR",,,
,"Uspensky, Spartacus, Mr ",,06/02/2026 20:30,1,2/0,TWDX,CORL25,,CORL,,
,,,,,,,,,,,
,29303,,07/02/2026 21:15,RS,,TWDX,679.00EUR,,CRS,"CRE25, DRI",
,,,,,,,,,,,
,5007793,,HOLD,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,679.00EUR,,,
,"Uvarova, Cristina, Ms ",,06/02/2026 09:00,9,1/0,KCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,29855,,15/02/2026 19:30,RS,,KCDX,810.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008228,,HOLD,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"7,290.00EUR",,,
,"Valgeirsdóttir, Evlalía, Dear Dr ",,06/02/2026 06:00,5,2/0,KGDX,DAY,,CORN,,
,,,,,,,,,,,
,29284,,11/02/2026 19:30,RS,,KGDX,399.00EUR,,OTH,,
,,,,,,,,,,,
,5008009,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,995.00EUR",,,
,"Vedzizhev, Malkh, Dear Dr ",,06/02/2026 21:00,8,1/0,TWDX,RACK,Amazon Deustchland,FIT1,PVIEW,TM
,,,,,,,,,,,
,29424,,14/02/2026 06:30,RS,,TWDX,889.00EUR,,IBE,,
,,,,,,,,,,,
,5007965,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,112.00EUR",,,
,"Vedzizhev, Zelim, Mr ",,06/02/2026 05:00,4,2/0,TCDX,BAREX,,PRMF,,
,,,,,,,,,,,
,28205,,10/02/2026 09:00,RS,,TCDX,830.00EUR,,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006592,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,320.00EUR",,,
,"Wilson, Alice, Ms ",,06/02/2026 18:00,9,1/0,TCDX,BAREX,,CORG,,
,,,,,,,,,,,
,29922,,15/02/2026 11:00,RS,,TCDX,830.00EUR,,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008616,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,470.00EUR",,,
,"Accola, Tony, Mr ",,07/02/2026 21:45,8,1/0,KGST,CORL25,Austrian Airlines,PRMF,,TM
,,,,,,,,,,,
,28592,,15/02/2026 18:00,RS,,KGST,679.00EUR,,OTH,"CRE25, DRI",
,,,,,,,,,,,
,5007072,,PRE,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"5,432.00EUR",,,
,"Astley, Deborah, Ms ",,07/02/2026 20:15,3,2/0,KGDX,DAY,Saudi Aramco,CORL,SAF,
,,,,,,,,,,,
,29602,,10/02/2026 06:30,RS,,KGDX,399.00EUR,,SIT,,
,,,,,,,,,,,
,5007817,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"1,197.00EUR",,,
,"Barton, Gracie, Mrs ",,07/02/2026 19:15,4,1/0,TWDX,BAR10,Exxon Mobil,FIT1,,
,,,,,,,,,,,
,29164,,11/02/2026 21:30,RS,,TWDX,791.20EUR,,HOT,BFE,
,,,,,,,,,,SM,
,5007285,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,684.80EUR",,,
,"Costa, Manuela, Dear Dr ",COR,07/02/2026 07:45,5,2/0,KGDX,OPQ,Rolex AG,PRMF,,
,,,,,,,,,,,
,28564,,12/02/2026 11:30,RS,,KGDX,490.00EUR,,CRO,BFC,
,,,,,,,,,,GVIEW,
,5007015,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"2,450.00EUR",,,
,"Cunha, João, Mr ",,07/02/2026 23:15,10,1/0,KINGR,BARAD,Amazon Switzerland,CORN,,
,,,,,,,,,,,
,27946,WHLCHAIR,17/02/2026 22:30,RS,,KINGR,741.75EUR,,CRO,,
,,,,,,,,,,,
,5006379,,OFF,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"6,367.50EUR",,,
,"Cunha, João, Mr ",,07/02/2026 18:00,8,2/0,TWDX,OPQ,CNN News Group,FIT1,,TM
,,,,,,,,,,,
,29094,WHLCHAIR,15/02/2026 12:00,RS,,TWDX,490.00EUR,,CRO,BFC,
,,,,,,,,,,PLA,
,5007206,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"3,920.00EUR",,,
,"Dias, Tomás, Mr ",,07/02/2026 21:00,2,1/0,KCDX,BAREX,,FIT1,,
,,,,,,,,,,,
,29237,,09/02/2026 15:30,RS,,KCDX,810.00EUR,,CRO,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007839,,OFF,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"1,620.00EUR",,,
,"Ferri, Dorotea, Ms ",,07/02/2026 23:15,9,1/0,KGDX,BAR10,Grupo Catalana Occidente,CORN,,
,,,,,,,,,,,
,28024,,16/02/2026 08:15,RS,,KGDX,791.20EUR,,CRS,BFE,
,,,,,,,,,,,
,5006396,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,160.80EUR",,,
,"Fréchette, Orane, Ms ",,07/02/2026 16:45,7,2/0,TCDX,BAREX,,CORG,,
,,,,,,,,,,,
,30000,,14/02/2026 06:15,RS,,TCDX,830.00EUR,,IBE,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5008593,,PRE,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"5,810.00EUR",,,
,"Goodwin, Callum, Mr ",,07/02/2026 13:30,7,2/0,TWSP,DAY,Siemens Gamesa,CORG,,
,,,,,,,,,,,
,29846,,14/02/2026 22:45,RS,,TWSP,880.00EUR,,SYN,,
,,,,,,,,,,,
,5008505,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"6,160.00EUR",,,
,"Grabowska, Karina, Ms ",,07/02/2026 13:45,5,1/0,TWDX,BARAD,Austrian Airlines,FIT1,,
,,,,,,,,,,,
,29550,,12/02/2026 05:45,RS,,TWDX,741.75EUR,,GDS,,
,,,,,,,,,,,
,5008008,,OFF,,,,0.00EUR,,PMS,,
,,,,,,,,,,,
,,,,,,,,"3,108.75EUR",,,
,"Greenham, Alicia, Mrs ",,07/02/2026 12:30,8,1/0,KGDX,DAY,Accenture,PRMF,"UPGR,2BTH",
,,,,,,,,,,,
,29290,,15/02/2026 10:45,RS,,KGDX,399.00EUR,,OTH,,
,,,,,,,,,,,
,5008051,,HOLD,,,,0.00EUR,,IBE,,
,,,,,,,,,,,
,,,,,,,,"3,192.00EUR",,,
,"Guay, Arnaude, Ms ",,07/02/2026 07:45,3,1/0,KGDX,BAR00,ABN Amro HQ,CORN,,TM
,,,,,,,,,,,
,29232,,10/02/2026 12:30,RS,,KGDX,989.00EUR,,HOT,,
,,,,,,,,,,,
,5007581,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"2,567.00EUR",,,
,"Guay, Arnaude, Ms ",,07/02/2026 20:45,9,2/0,TCDX,BAREX,,CORL,,
,,,,,,,,,,,
,28500,,16/02/2026 06:00,RS,,TCDX,830.00EUR,,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,MIN,
,5007082,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"7,470.00EUR",,,
,"Guðmundsdóttir, Bára, Dear Dr ",,07/02/2026 11:15,8,2/0,TWDX,CORL25,Mercedes Benz,CORN,,
,,,,,,,,,,,
,29383,,15/02/2026 14:00,RS,,TWDX,679.00EUR,,IBE,"CRE25, DRI",
,,,,,,,,,,,
,5008072,,HOLD,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"5,432.00EUR",,,
,"Harzl, Caroline, Ms ",,07/02/2026 21:30,8,1/0,KCST,BAREX,,CORG,,
,,,,,,,,,,,
,28260,WHLCHAIR,15/02/2026 10:30,RS,,KCST,"1,230.00EUR",,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5006808,,PRE,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"9,840.00EUR",,,
,"Henslowe, George, Mr ",,07/02/2026 13:15,1,2/0,KCDX,BAREX,,CORN,,
,,,,,,,,,,,
,29421,,08/02/2026 09:00,RS,,KCDX,810.00EUR,,HOT,"AID, AIP, BFC, EXE",
,,,,,,,,,,,
,5007877,,OFF,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,810.00EUR,,,
,"Hirsch, Philipp, Mr ",,07/02/2026 20:00,3,1/0,KCST,BAREX,,CORL,,
,,,,,,,,,,,
,29759,,10/02/2026 15:30,RS,,KCST,"1,230.00EUR",,GDS,"AID, AIP, BFC, EXE",
,,,,,,,,,,PLA,
,5008598,,HOLD,,,,0.00EUR,,TVL,,
,,,,,,,,,,,
,,,,,,,,"3,690.00EUR",,,
,"Larionova, Monica, Ms ",,07/02/2026 15:45,10,2/0,KGDX,DAY,,CORG,,
,,,,,,,,,,,
,29608,,17/02/2026 20:00,RS,,KGDX,399.00EUR,,HOT,,
,,,,,,,,,,,
,5007939,,OFF,,,,0.00EUR,,SAL,,
,,,,,,,,,,,
,,,,,,,,"3,990.00EUR",,,
,"Larionova, Monica, Ms ",,07/02/2026 10:30,2,2/0,KGDX,OTA1,Tesla,FIT1,,
,,,,,,,,,,,
,29988,,09/02/2026 08:30,RS,,KGDX,840.00EUR,,GDS,,
,,,,,,,,,,,
,5008438,,PRE,,,,0.00EUR,,COR,,
,,,,,,,,,,,
,,,,,,,,"1,510.00EUR",,,
,"McNab, Jasper, Mr ",,07/02/2026 17:00,1,1/0,KINGR,RACK,,PRMF,,
,,,,,,,,,,,
,30061,,08/02/2026 23:00,RS,,KINGR,"1,089.00EUR",,CRO,,
,,,,,,,,,,,
